attorney,take,facebook,google,other,referal,website,surgery,sex,days_passed
Rusty Sabich,0,0,0,0,0,0,0,male,1173
Rusty Sabich,0,0,1,0,0,0,1,female,1156
Daniel Kafee,1,0,1,0,0,0,1,male,590
Rusty Sabich,1,0,0,1,0,0,0,male,512
Rachel Zane,1,0,0,0,0,0,1,male,2818
Atticus Finch,0,0,0,0,0,0,1,male,1121
Rachel Zane,0,1,0,0,0,0,1,male,676
Patty Hewes,1,0,1,0,0,0,0,female,240
Rusty Sabich,1,1,0,0,0,0,1,female,6
Patty Hewes,0,0,0,0,1,0,0,female,1321
Rusty Sabich,0,0,0,1,0,0,1,male,1920
Perry Mason,0,0,0,0,0,0,1,female,931
Ally McBeal,0,0,0,0,0,0,0,male,245
Perry Mason,0,0,0,0,1,0,1,female,1782
Rachel Zane,0,0,0,0,1,0,0,female,485
Ally McBeal,0,0,0,0,0,1,1,male,1097
Atticus Finch,0,1,0,0,0,0,1,female,865
Rusty Sabich,0,0,0,1,0,0,0,female,56
Perry Mason,0,0,0,0,0,0,0,male,456
Daniel Kafee,0,0,0,0,1,0,0,male,1575
JoAnee Galloway,1,0,0,0,1,0,1,female,451
Patty Hewes,0,1,0,0,0,0,1,female,1290
Ally McBeal,0,0,0,0,0,0,1,male,1666
Daniel Kafee,0,0,1,0,0,0,1,female,2295
Perry Mason,0,0,0,0,0,1,1,female,1573
,0,0,0,1,0,0,1,female,913
Atticus Finch,1,0,0,0,1,0,1,male,27
Atticus Finch,0,1,0,0,0,0,1,male,1029
,0,0,0,0,0,1,0,female,1999
Daniel Kafee,1,0,0,0,0,1,1,,389
Rusty Sabich,1,0,0,0,0,1,0,male,680
JoAnee Galloway,0,1,0,0,0,0,1,female,6
Perry Mason,1,0,0,0,0,1,1,female,391
Daniel Kafee,0,1,0,0,0,0,0,female,784
Ally McBeal,0,0,0,0,0,0,1,female,1477
JoAnee Galloway,0,0,0,0,1,0,0,female,1082
,1,0,0,0,0,1,1,female,479
Patty Hewes,0,0,0,0,0,0,1,female,2193
Rachel Zane,0,0,0,0,0,0,0,male,1064
Rusty Sabich,1,0,0,1,0,0,0,,504
Daniel Kafee,1,0,1,0,0,0,0,male,272
JoAnee Galloway,0,0,0,1,0,0,1,male,650
JoAnee Galloway,0,0,0,1,0,0,1,male,826
Atticus Finch,0,0,0,0,1,0,1,female,1755
Rusty Sabich,1,0,0,1,0,0,1,female,681
Daniel Kafee,0,0,0,1,0,0,1,female,530
Patty Hewes,1,0,1,0,0,0,1,male,383
Daniel Kafee,1,0,1,0,0,0,0,female,284
Rusty Sabich,1,0,0,0,1,0,0,female,232
Atticus Finch,0,0,0,0,1,0,1,female,871
Rusty Sabich,1,0,0,0,1,0,1,female,608
Rusty Sabich,0,0,0,0,0,0,0,male,578
Perry Mason,0,0,0,1,0,0,0,female,877
JoAnee Galloway,0,0,0,0,0,1,1,male,106
Rachel Zane,0,0,0,0,0,0,0,female,875
JoAnee Galloway,0,0,0,0,1,0,0,male,1174
Ally McBeal,0,0,1,0,0,0,1,female,1438
Daniel Kafee,1,0,0,0,0,1,1,female,587
Rachel Zane,0,0,0,0,0,1,0,male,1295
Rusty Sabich,1,0,0,1,0,0,1,male,144
JoAnee Galloway,1,1,0,0,0,0,0,female,692
Atticus Finch,1,0,0,0,1,0,0,female,269
Daniel Kafee,0,0,0,0,0,1,0,male,62
Patty Hewes,0,0,0,1,0,0,0,female,697
Ally McBeal,1,0,0,0,1,0,0,female,584
Daniel Kafee,0,0,0,0,0,1,1,male,1469
JoAnee Galloway,0,0,0,1,0,0,1,male,35
Perry Mason,1,0,0,0,1,0,0,male,541
Perry Mason,0,0,0,0,0,0,1,male,840
Daniel Kafee,0,0,0,0,1,0,1,female,1574
Rusty Sabich,1,0,0,0,1,0,1,male,112
JoAnee Galloway,0,0,0,0,0,0,0,female,1247
JoAnee Galloway,0,1,0,0,0,0,0,male,1313
Rachel Zane,0,1,0,0,0,0,0,female,1207
Rachel Zane,0,0,0,0,0,1,0,male,1141
JoAnee Galloway,0,0,0,0,0,0,0,female,18
Perry Mason,0,0,1,0,0,0,0,female,1011
Atticus Finch,1,1,0,0,0,0,0,,364
JoAnee Galloway,0,0,0,0,0,1,1,male,365
JoAnee Galloway,0,0,0,0,0,0,0,male,837
Ally McBeal,1,1,0,0,0,0,0,male,388
Atticus Finch,0,1,0,0,0,0,0,female,1205
Daniel Kafee,0,0,0,1,0,0,1,female,1927
Rusty Sabich,0,0,0,0,0,0,1,male,87
Rachel Zane,0,0,1,0,0,0,0,female,378
Atticus Finch,0,1,0,0,0,0,1,male,2413
Daniel Kafee,0,1,0,0,0,0,1,male,2103
Rusty Sabich,1,0,0,0,0,1,1,female,609
Ally McBeal,0,1,0,0,0,0,0,male,928
Rusty Sabich,1,0,0,0,0,1,1,female,240
Ally McBeal,0,0,0,0,0,0,0,female,629
Patty Hewes,1,0,0,1,0,0,1,female,385
JoAnee Galloway,1,0,0,0,0,0,0,male,699
,1,0,1,0,0,0,0,,408
Perry Mason,0,0,0,1,0,0,0,female,1446
Atticus Finch,0,0,0,1,0,0,1,female,243
Patty Hewes,0,0,0,1,0,0,0,male,1410
Patty Hewes,0,0,0,0,0,0,1,male,266
JoAnee Galloway,1,0,0,1,0,0,1,female,18
Atticus Finch,0,1,0,0,0,0,1,male,126
JoAnee Galloway,1,0,0,0,0,1,0,male,264
Rusty Sabich,0,1,0,0,0,0,1,male,829
Ally McBeal,0,0,0,0,0,1,1,male,113
Perry Mason,0,1,0,0,0,0,1,female,124
Perry Mason,0,0,0,0,0,0,0,male,285
Atticus Finch,0,0,1,0,0,0,0,male,574
Atticus Finch,0,0,0,0,0,0,0,male,1807
Daniel Kafee,0,1,0,0,0,0,0,male,216
Rachel Zane,0,0,0,1,0,0,0,female,1496
Ally McBeal,1,0,1,0,0,0,1,male,684
Daniel Kafee,1,0,0,0,0,0,1,male,452
Daniel Kafee,0,0,0,0,0,0,1,male,926
JoAnee Galloway,0,0,1,0,0,0,1,female,1518
Ally McBeal,0,0,0,0,1,0,1,female,2870
Ally McBeal,0,0,0,1,0,0,1,male,1832
JoAnee Galloway,0,0,0,0,0,0,0,male,9
Perry Mason,0,0,0,0,0,1,1,female,6
Perry Mason,1,1,0,0,0,0,1,male,224
,1,0,1,0,0,0,0,male,385
Patty Hewes,0,0,0,1,0,0,0,male,1036
Rachel Zane,1,1,0,0,0,0,1,male,584
Daniel Kafee,1,0,1,0,0,0,0,male,18
JoAnee Galloway,0,0,1,0,0,0,0,female,130
Ally McBeal,1,0,0,0,0,1,0,female,196
Patty Hewes,1,1,0,0,0,0,1,male,147
Atticus Finch,1,0,0,0,1,0,1,male,96
Perry Mason,0,0,0,1,0,0,0,female,1107
Atticus Finch,0,0,1,0,0,0,1,male,193
Perry Mason,0,1,0,0,0,0,1,female,719
Perry Mason,0,0,0,0,1,0,0,female,1818
Rachel Zane,1,0,0,0,0,0,1,,589
Rachel Zane,0,0,0,0,0,1,1,female,1048
Rachel Zane,0,0,0,1,0,0,0,female,1280
Perry Mason,0,0,0,1,0,0,0,male,602
Rusty Sabich,0,0,0,0,0,0,0,female,1207
Atticus Finch,1,1,0,0,0,0,1,female,171
Patty Hewes,0,0,0,0,0,0,1,female,202
Rusty Sabich,1,0,0,0,0,1,0,male,11
Atticus Finch,1,0,0,1,0,0,0,female,552
Perry Mason,0,0,0,0,1,0,1,male,2071
Rachel Zane,0,0,0,0,0,0,0,male,1108
Ally McBeal,0,0,0,0,0,0,1,female,909
Perry Mason,0,0,0,0,0,1,0,male,2882
Atticus Finch,0,0,0,0,0,1,1,male,176
Rusty Sabich,1,0,0,0,0,0,0,female,25
Perry Mason,1,0,0,0,1,0,1,male,641
Atticus Finch,1,0,0,0,0,1,1,male,120
Perry Mason,0,0,0,0,1,0,1,male,835
Perry Mason,0,0,1,0,0,0,1,male,525
Rachel Zane,0,0,0,0,0,0,0,male,1460
,0,0,0,0,0,1,1,female,100
Ally McBeal,0,0,0,0,0,1,0,male,1964
Perry Mason,1,0,0,1,0,0,1,male,626
Ally McBeal,1,0,1,0,0,0,0,male,21
Rusty Sabich,0,0,1,0,0,0,0,female,1588
JoAnee Galloway,0,0,0,0,1,0,1,male,862
Ally McBeal,1,0,0,0,1,0,0,female,570
JoAnee Galloway,0,1,0,0,0,0,0,male,899
Atticus Finch,0,0,0,0,0,0,0,female,854
Perry Mason,0,1,0,0,0,0,0,male,1053
Rachel Zane,0,0,0,1,0,0,1,male,1330
Perry Mason,0,1,0,0,0,0,1,male,436
Ally McBeal,0,1,0,0,0,0,0,female,1126
Rusty Sabich,1,0,0,0,0,0,0,male,295
Atticus Finch,0,1,0,0,0,0,0,female,470
Rachel Zane,0,0,0,0,1,0,1,female,1355
Ally McBeal,0,0,0,0,0,1,1,female,2894
Rachel Zane,0,0,0,0,0,0,1,female,1230
,0,0,0,1,0,0,1,male,261
Perry Mason,1,0,0,0,1,0,0,female,151
Atticus Finch,1,0,0,0,1,0,0,male,668
Atticus Finch,1,0,1,0,0,0,1,male,492
Perry Mason,0,0,0,1,0,0,0,female,1043
Rachel Zane,0,0,0,1,0,0,0,,339
Daniel Kafee,1,0,1,0,0,0,1,male,219
Perry Mason,1,1,0,0,0,0,1,female,111
,1,1,0,0,0,0,1,male,394
Patty Hewes,0,0,0,0,0,0,0,female,269
Perry Mason,0,0,0,0,1,0,0,male,1663
Daniel Kafee,0,0,0,0,1,0,0,male,1921
Patty Hewes,0,0,0,0,0,1,1,female,958
Daniel Kafee,0,1,0,0,0,0,0,male,788
Rachel Zane,0,0,0,1,0,0,1,female,20
Rusty Sabich,0,1,0,0,0,0,0,female,782
Rusty Sabich,1,0,1,0,0,0,1,male,143
Rachel Zane,0,0,0,0,0,0,0,female,311
Daniel Kafee,0,0,0,0,0,1,0,female,163
Ally McBeal,0,0,0,1,0,0,0,,847
Atticus Finch,1,0,0,0,0,0,0,female,100
Daniel Kafee,0,0,0,0,0,0,1,female,945
Rusty Sabich,0,0,0,1,0,0,1,male,842
,1,0,0,0,1,0,0,male,410
Patty Hewes,0,0,0,0,0,1,0,male,409
Patty Hewes,0,0,1,0,0,0,1,male,846
Rachel Zane,0,0,0,0,1,0,0,female,1198
Daniel Kafee,0,0,0,1,0,0,1,male,864
Ally McBeal,1,0,0,0,1,0,0,male,238
Perry Mason,0,0,0,0,1,0,1,male,802
Ally McBeal,1,0,0,0,0,0,1,male,13
Atticus Finch,0,0,0,0,0,0,1,female,793
Patty Hewes,0,0,1,0,0,0,1,male,2550
Perry Mason,0,0,0,0,0,1,1,male,1056
Ally McBeal,0,1,0,0,0,0,0,female,322
Ally McBeal,0,0,0,0,0,0,1,male,1148
Atticus Finch,0,0,1,0,0,0,0,male,1003
JoAnee Galloway,0,0,0,1,0,0,1,female,712
Daniel Kafee,0,0,0,0,0,0,0,female,605
Perry Mason,1,0,0,1,0,0,0,male,393
Perry Mason,0,0,0,0,0,1,1,male,1198
Patty Hewes,0,1,0,0,0,0,0,female,1685
Ally McBeal,0,0,0,0,0,0,0,male,1532
,0,0,0,0,1,0,1,,2045
Rachel Zane,0,0,0,0,1,0,1,male,242
Rusty Sabich,0,0,0,0,0,1,1,female,1086
,0,0,0,0,1,0,1,male,766
Daniel Kafee,0,0,0,1,0,0,1,male,1687
Daniel Kafee,0,0,0,0,0,0,0,female,927
,0,0,0,0,0,1,0,male,841
JoAnee Galloway,0,0,0,1,0,0,0,female,2558
Rachel Zane,0,0,0,0,0,0,1,female,339
Ally McBeal,1,0,0,1,0,0,0,male,557
Ally McBeal,0,0,0,1,0,0,1,male,427
Perry Mason,0,1,0,0,0,0,1,male,1110
Patty Hewes,0,0,0,0,0,1,0,male,535
Perry Mason,0,0,1,0,0,0,1,female,741
Perry Mason,1,0,0,0,1,0,1,male,456
Patty Hewes,1,0,0,0,1,0,1,male,295
Atticus Finch,0,0,0,1,0,0,1,male,1027
Patty Hewes,0,0,0,0,1,0,0,female,773
JoAnee Galloway,1,0,0,0,1,0,0,female,379
JoAnee Galloway,0,0,0,0,0,0,1,male,928
Daniel Kafee,1,0,0,0,0,0,0,female,127
Rachel Zane,1,0,0,0,1,0,0,male,477
Perry Mason,1,0,0,0,1,0,1,male,300
JoAnee Galloway,0,0,1,0,0,0,1,male,806
Ally McBeal,1,1,0,0,0,0,1,male,602
Ally McBeal,0,1,0,0,0,0,0,female,696
Rachel Zane,0,0,0,0,0,1,1,female,105
Rachel Zane,0,0,0,1,0,0,0,female,560
Rusty Sabich,1,0,0,0,1,0,1,male,126
JoAnee Galloway,0,1,0,0,0,0,1,female,1074
Atticus Finch,0,1,0,0,0,0,0,female,1598
Perry Mason,1,0,0,0,1,0,1,female,91
Rachel Zane,0,0,0,0,0,1,0,female,540
Atticus Finch,1,0,0,0,0,0,0,male,305
Atticus Finch,0,0,0,1,0,0,0,female,712
Daniel Kafee,0,0,1,0,0,0,1,female,734
Patty Hewes,0,0,0,1,0,0,1,male,672
Daniel Kafee,0,0,1,0,0,0,0,male,1381
Patty Hewes,0,0,1,0,0,0,1,female,549
Daniel Kafee,0,0,1,0,0,0,1,female,586
Rachel Zane,0,0,0,0,0,1,0,female,23
JoAnee Galloway,1,1,0,0,0,0,1,male,489
Patty Hewes,0,1,0,0,0,0,0,female,1026
Ally McBeal,0,0,1,0,0,0,0,male,1110
Patty Hewes,1,0,0,1,0,0,1,male,695
Perry Mason,0,0,0,0,1,0,1,female,290
Perry Mason,0,0,0,0,0,1,1,male,873
Atticus Finch,1,0,0,0,0,1,1,female,623
Rusty Sabich,0,0,1,0,0,0,0,female,1206
Patty Hewes,1,1,0,0,0,0,0,female,540
Rachel Zane,0,0,0,0,1,0,1,male,1602
Atticus Finch,0,0,0,1,0,0,1,female,7
Rusty Sabich,0,0,0,0,0,0,0,female,1842
Rachel Zane,0,0,0,0,1,0,1,female,1167
Atticus Finch,1,0,1,0,0,0,1,male,11
Rachel Zane,1,0,0,1,0,0,0,female,523
Daniel Kafee,0,0,0,0,0,0,0,female,1163
,1,0,0,0,1,0,1,female,322
Patty Hewes,1,0,0,1,0,0,0,male,492
Patty Hewes,1,0,1,0,0,0,1,female,66
,1,0,0,0,1,0,0,female,35
Atticus Finch,0,0,0,0,0,1,0,female,2583
Patty Hewes,1,0,0,0,0,0,0,female,151
Rachel Zane,1,0,0,0,0,0,0,female,2585
Patty Hewes,1,0,0,0,0,0,0,female,380
Patty Hewes,0,0,0,0,0,1,1,female,32
Rusty Sabich,0,1,0,0,0,0,0,male,928
Perry Mason,0,0,1,0,0,0,1,female,896
Rachel Zane,0,0,0,0,1,0,1,male,1595
JoAnee Galloway,1,0,0,0,1,0,1,female,107
Ally McBeal,1,0,1,0,0,0,1,male,498
Atticus Finch,1,0,0,0,0,0,0,male,500
Daniel Kafee,1,0,0,1,0,0,0,male,526
Rachel Zane,0,1,0,0,0,0,1,female,465
Ally McBeal,0,0,0,0,0,0,1,female,1026
Rusty Sabich,0,0,0,0,0,0,0,female,1381
Patty Hewes,0,0,0,0,0,0,0,,90
Rusty Sabich,0,0,0,0,0,0,1,female,1275
Rachel Zane,0,0,0,0,0,1,1,male,1298
Patty Hewes,1,0,0,0,0,0,0,female,217
Ally McBeal,1,0,0,0,0,0,1,male,638
Rusty Sabich,0,0,0,0,0,0,0,female,828
Rachel Zane,1,0,0,0,0,0,1,female,125
Perry Mason,0,0,0,0,1,0,0,male,657
Daniel Kafee,0,0,0,0,0,0,1,male,1449
Perry Mason,0,0,0,0,0,0,0,female,922
,0,0,0,1,0,0,0,male,601
Atticus Finch,0,0,0,0,0,0,0,male,952
Rachel Zane,0,0,1,0,0,0,0,male,1551
Atticus Finch,0,0,0,1,0,0,0,female,1054
Daniel Kafee,0,0,0,0,0,1,0,female,810
Perry Mason,0,0,0,0,1,0,1,male,781
Rusty Sabich,1,0,0,0,0,1,1,female,297
Rusty Sabich,0,0,1,0,0,0,0,female,129
JoAnee Galloway,0,1,0,0,0,0,0,male,1008
Perry Mason,0,0,0,0,0,1,0,female,811
Atticus Finch,1,1,0,0,0,0,0,male,188
Perry Mason,0,1,0,0,0,0,0,female,859
,1,0,0,0,1,0,1,male,294
Perry Mason,1,0,0,0,0,0,1,female,441
Rusty Sabich,0,0,0,0,1,0,1,female,975
Rusty Sabich,0,0,0,0,1,0,1,female,138
Perry Mason,0,0,0,0,0,1,0,male,849
Rusty Sabich,0,0,0,1,0,0,0,male,74
Perry Mason,0,0,1,0,0,0,0,female,1228
Rachel Zane,0,1,0,0,0,0,1,female,2606
Rachel Zane,0,0,0,0,0,1,1,male,1926
Rachel Zane,0,0,0,0,0,1,0,female,789
Patty Hewes,0,0,0,0,0,1,1,male,1296
Perry Mason,0,1,0,0,0,0,0,female,729
Perry Mason,1,0,1,0,0,0,0,,236
Perry Mason,1,1,0,0,0,0,1,female,619
Rachel Zane,0,0,1,0,0,0,0,male,1220
Patty Hewes,0,1,0,0,0,0,0,male,182
Ally McBeal,0,0,1,0,0,0,1,female,417
Rachel Zane,0,0,0,0,1,0,0,male,2117
Patty Hewes,0,0,0,0,0,1,1,male,674
JoAnee Galloway,0,0,1,0,0,0,0,female,1770
Rachel Zane,1,0,1,0,0,0,1,female,532
Atticus Finch,1,1,0,0,0,0,1,male,394
Patty Hewes,0,0,0,1,0,0,0,female,996
Atticus Finch,0,0,1,0,0,0,1,female,1371
Ally McBeal,0,0,1,0,0,0,1,,297
Rusty Sabich,0,0,0,1,0,0,0,male,1017
Rachel Zane,1,0,0,1,0,0,1,female,271
Daniel Kafee,1,1,0,0,0,0,0,male,72
Rachel Zane,0,0,1,0,0,0,0,male,822
JoAnee Galloway,1,1,0,0,0,0,1,female,6
Patty Hewes,0,0,1,0,0,0,0,female,261
Rachel Zane,1,0,0,1,0,0,0,male,339
Ally McBeal,0,0,0,1,0,0,1,,1134
Ally McBeal,0,0,0,0,0,1,1,female,786
Perry Mason,1,0,0,0,1,0,0,male,131
Ally McBeal,0,0,0,1,0,0,0,male,974
Rusty Sabich,0,0,0,0,0,1,0,male,719
Patty Hewes,1,0,0,0,0,1,1,male,241
Atticus Finch,1,0,0,0,0,1,1,female,158
Atticus Finch,1,0,0,1,0,0,0,female,455
Daniel Kafee,0,0,0,0,0,0,1,female,794
,0,0,0,1,0,0,0,female,727
Rachel Zane,0,0,0,0,0,0,1,female,946
Rusty Sabich,0,0,0,0,0,0,0,male,77
Rachel Zane,0,0,0,0,0,1,1,male,1678
Daniel Kafee,1,0,0,1,0,0,1,female,427
Rachel Zane,0,1,0,0,0,0,0,female,1009
Rachel Zane,0,1,0,0,0,0,1,male,1080
Patty Hewes,0,0,0,0,0,0,1,female,794
JoAnee Galloway,0,1,0,0,0,0,0,male,1047
Rachel Zane,0,1,0,0,0,0,0,male,1156
Ally McBeal,0,1,0,0,0,0,0,female,257
Patty Hewes,0,0,1,0,0,0,0,female,799
Patty Hewes,1,0,0,0,0,1,0,male,238
Patty Hewes,0,0,1,0,0,0,0,female,1179
Daniel Kafee,0,1,0,0,0,0,0,male,745
Atticus Finch,1,0,0,0,0,0,0,female,6
JoAnee Galloway,0,0,1,0,0,0,1,male,2475
Daniel Kafee,1,0,0,0,0,1,0,female,109
Rachel Zane,0,0,0,0,0,0,0,male,733
JoAnee Galloway,1,0,0,0,0,0,1,male,186
Ally McBeal,1,0,0,0,1,0,1,male,550
Atticus Finch,0,0,0,0,0,1,1,female,232
Rachel Zane,0,0,0,0,1,0,0,female,1410
Perry Mason,1,0,1,0,0,0,1,male,494
Patty Hewes,0,1,0,0,0,0,0,male,637
Atticus Finch,0,0,0,0,0,0,0,male,1260
Ally McBeal,1,0,0,0,0,0,1,female,508
Patty Hewes,0,0,1,0,0,0,0,male,1286
Perry Mason,1,0,0,0,0,0,1,female,124
,0,0,1,0,0,0,1,female,566
Rachel Zane,1,0,1,0,0,0,1,female,447
Rusty Sabich,0,0,0,1,0,0,0,female,215
JoAnee Galloway,1,0,0,1,0,0,1,female,684
Daniel Kafee,0,0,0,0,0,0,1,male,688
Rusty Sabich,1,0,0,0,0,0,0,female,406
Atticus Finch,0,0,0,0,0,0,1,female,2191
Atticus Finch,0,0,0,1,0,0,1,male,933
,1,0,0,0,1,0,1,female,474
Perry Mason,0,0,0,0,0,0,0,male,201
Patty Hewes,0,0,0,0,0,1,0,female,1075
Rusty Sabich,0,0,1,0,0,0,1,female,1263
Ally McBeal,0,0,0,0,0,0,1,male,1733
Atticus Finch,0,1,0,0,0,0,1,female,1221
Patty Hewes,0,0,0,1,0,0,0,female,213
Rusty Sabich,1,0,0,0,0,0,0,male,6
Ally McBeal,0,0,0,0,0,0,0,female,1257
Rusty Sabich,0,1,0,0,0,0,1,female,715
Ally McBeal,0,0,1,0,0,0,0,male,602
Patty Hewes,0,0,0,0,1,0,0,female,976
Daniel Kafee,0,0,0,1,0,0,0,male,917
Rusty Sabich,1,0,1,0,0,0,1,female,207
Perry Mason,0,0,1,0,0,0,1,male,738
Rusty Sabich,0,0,0,1,0,0,0,male,2256
Perry Mason,1,0,0,0,1,0,0,female,475
Patty Hewes,1,0,1,0,0,0,0,female,180
Rusty Sabich,0,0,0,0,1,0,0,male,586
,0,1,0,0,0,0,0,male,543
Perry Mason,0,0,0,0,1,0,1,female,958
Atticus Finch,0,0,0,1,0,0,1,female,661
JoAnee Galloway,0,0,1,0,0,0,1,female,823
Rusty Sabich,0,1,0,0,0,0,0,male,80
JoAnee Galloway,0,0,1,0,0,0,0,female,2359
Perry Mason,0,0,0,1,0,0,1,male,1926
Rachel Zane,0,0,0,0,0,1,1,female,731
Rachel Zane,0,1,0,0,0,0,0,female,418
Perry Mason,0,0,0,0,1,0,0,male,148
Rusty Sabich,0,1,0,0,0,0,1,female,5
JoAnee Galloway,0,0,0,0,1,0,0,male,575
Rusty Sabich,0,0,0,0,0,0,1,male,860
Patty Hewes,0,0,0,0,0,1,0,female,843
Daniel Kafee,0,0,0,0,0,1,0,female,134
Rachel Zane,1,0,0,0,0,0,1,male,310
,0,1,0,0,0,0,1,male,16
Patty Hewes,0,1,0,0,0,0,1,female,1628
JoAnee Galloway,0,0,0,1,0,0,0,female,1558
Perry Mason,1,0,0,0,0,0,1,female,521
Atticus Finch,1,0,0,1,0,0,1,male,592
Daniel Kafee,0,0,0,0,0,0,0,male,438
Ally McBeal,0,0,0,0,1,0,1,female,1122
Rusty Sabich,0,0,0,1,0,0,1,female,1045
Atticus Finch,1,0,0,0,1,0,1,female,631
Ally McBeal,0,0,1,0,0,0,1,male,66
Atticus Finch,0,0,0,0,1,0,0,female,2435
JoAnee Galloway,1,0,1,0,0,0,0,male,182
Rusty Sabich,0,0,0,0,0,1,0,female,1065
Patty Hewes,0,0,0,0,0,0,0,female,87
JoAnee Galloway,0,0,0,0,1,0,0,male,261
Atticus Finch,1,0,1,0,0,0,1,male,493
,0,0,0,0,1,0,1,female,452
JoAnee Galloway,1,0,0,0,0,0,0,male,326
JoAnee Galloway,1,0,0,0,0,0,1,female,19
JoAnee Galloway,0,0,0,0,0,0,1,male,2668
Perry Mason,0,0,0,0,1,0,0,female,801
Daniel Kafee,1,0,0,0,0,0,1,male,316
Ally McBeal,0,0,0,0,0,0,0,male,1205
JoAnee Galloway,0,0,0,0,0,1,0,female,1027
Ally McBeal,0,0,0,1,0,0,1,female,896
Perry Mason,0,1,0,0,0,0,0,female,259
JoAnee Galloway,0,0,0,0,1,0,0,male,1216
Rusty Sabich,0,0,0,0,1,0,0,male,1847
Perry Mason,1,0,0,0,1,0,0,female,298
JoAnee Galloway,0,0,0,0,1,0,1,male,991
Daniel Kafee,0,0,0,1,0,0,1,male,651
Rusty Sabich,0,0,0,0,0,0,1,female,885
Rusty Sabich,0,1,0,0,0,0,0,female,1124
Atticus Finch,1,0,1,0,0,0,1,male,382
Patty Hewes,0,0,1,0,0,0,1,male,1090
JoAnee Galloway,0,0,0,0,0,1,1,female,1745
JoAnee Galloway,1,0,1,0,0,0,1,female,652
,0,0,0,0,0,0,0,male,445
Rachel Zane,1,1,0,0,0,0,1,female,359
Rusty Sabich,0,0,0,1,0,0,0,female,1069
Perry Mason,1,0,0,1,0,0,0,female,255
,0,0,0,1,0,0,1,male,1639
Rachel Zane,0,0,0,0,1,0,0,female,1695
JoAnee Galloway,1,0,0,0,0,0,1,female,280
Rachel Zane,0,0,0,0,0,0,0,female,904
Daniel Kafee,0,1,0,0,0,0,1,female,1147
Patty Hewes,0,0,1,0,0,0,0,male,34
,0,0,0,1,0,0,1,male,670
JoAnee Galloway,0,0,1,0,0,0,1,female,1364
Patty Hewes,0,0,0,0,0,1,0,female,866
Ally McBeal,0,0,0,0,0,0,0,male,973
Daniel Kafee,1,0,0,0,1,0,1,female,249
Rachel Zane,0,0,0,0,0,0,0,male,1174
Daniel Kafee,1,0,0,0,0,0,1,male,593
Atticus Finch,0,0,0,0,0,0,0,male,111
Daniel Kafee,1,0,0,0,1,0,1,male,348
Atticus Finch,0,1,0,0,0,0,0,male,916
,1,1,0,0,0,0,0,male,160
Daniel Kafee,1,0,0,0,0,0,1,male,261
Patty Hewes,0,0,0,0,0,1,0,female,690
Perry Mason,0,0,0,0,1,0,0,male,811
Patty Hewes,0,0,1,0,0,0,0,male,477
Rachel Zane,0,1,0,0,0,0,0,male,1484
Daniel Kafee,1,0,0,0,1,0,1,male,270
Rusty Sabich,0,1,0,0,0,0,1,female,334
Atticus Finch,0,0,0,0,1,0,0,male,1412
Rachel Zane,1,1,0,0,0,0,0,male,368
Ally McBeal,1,0,1,0,0,0,0,female,36
Atticus Finch,0,1,0,0,0,0,0,female,722
Perry Mason,0,0,0,0,0,0,0,male,579
Perry Mason,0,0,0,0,0,1,0,female,841
Rachel Zane,0,0,0,0,0,0,1,female,99
Atticus Finch,1,1,0,0,0,0,1,female,449
JoAnee Galloway,0,0,0,0,0,0,1,male,706
Patty Hewes,0,1,0,0,0,0,1,male,1592
Rachel Zane,1,0,0,0,0,1,1,male,641
JoAnee Galloway,0,1,0,0,0,0,1,female,724
Ally McBeal,1,0,0,0,0,0,0,female,262
Daniel Kafee,1,1,0,0,0,0,1,female,692
Patty Hewes,0,1,0,0,0,0,1,male,514
Rachel Zane,0,0,0,0,0,0,0,female,140
,0,0,0,0,0,0,1,,745
Atticus Finch,0,0,0,0,0,0,1,female,1762
Rusty Sabich,0,1,0,0,0,0,0,male,1114
Daniel Kafee,0,0,0,0,1,0,0,male,995
Atticus Finch,0,0,1,0,0,0,1,female,75
Atticus Finch,0,0,1,0,0,0,1,female,607
Ally McBeal,0,0,0,0,0,0,0,female,969
Ally McBeal,1,1,0,0,0,0,1,male,488
JoAnee Galloway,0,0,0,1,0,0,1,female,62
Ally McBeal,0,0,0,0,1,0,1,female,1683
Patty Hewes,1,0,1,0,0,0,1,male,613
Patty Hewes,1,1,0,0,0,0,0,female,558
Patty Hewes,0,0,0,0,0,0,1,female,706
JoAnee Galloway,0,0,0,0,1,0,0,male,1419
Rachel Zane,0,0,0,0,0,0,1,male,888
JoAnee Galloway,1,0,0,0,0,1,1,female,499
Ally McBeal,0,0,0,1,0,0,1,male,597
Atticus Finch,0,0,1,0,0,0,0,male,1128
JoAnee Galloway,1,0,0,0,0,0,0,male,325
Daniel Kafee,1,0,0,0,1,0,0,male,186
Daniel Kafee,0,0,0,1,0,0,1,female,1381
JoAnee Galloway,0,1,0,0,0,0,0,male,759
Patty Hewes,1,0,1,0,0,0,0,male,627
JoAnee Galloway,0,0,1,0,0,0,1,male,945
,0,0,0,0,0,0,1,male,1787
Ally McBeal,1,0,0,0,0,0,0,female,311
JoAnee Galloway,1,0,0,0,1,0,0,female,427
Daniel Kafee,0,1,0,0,0,0,0,male,761
Rusty Sabich,0,0,0,1,0,0,1,male,1000
